"Team","Year","Player.(53)","Pos","Age","Cap.Hit","Cap.Hit.Pct","Dead.Cap","Base.Salary","Cap_Hit","Cap.Hit.Pct.League.Cap","Base.P5.Salary","Signing.Bonus.Proration","Per.Game.Bonus","Roster.Bonus","Option.Bonus","Workout.Bonus","Restructure.Proration","Incentives.Likely","Player.(55)","Player.Name","Player.(54)","Player.(52)"
"Los Angeles Chargers",2022,"Linsley  Corey Linsley","C",31,"$11,600,000",NA,"($19,400,000)",NA,NA,"5.57%","$9,000,000","$2,600,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Davis  Michael Davis","CB",27,"$9,375,000",NA,"($9,000,000)",NA,NA,"4.50%","$7,000,000","$2,000,000","-","$375,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Mack  Khalil Mack","OLB",31,"$8,750,000",NA,"($13,700,000)",NA,NA,"4.20%","$4,050,000","-","-","-","-","$200,000","$4,500,000","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"James  Derwin James","S",26,"$8,158,400",NA,"($38,584,000)",NA,NA,"3.92%","$4,052,000","$4,106,400","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Feiler  Matt Feiler","G",30,"$7,500,000",NA,"($9,500,000)",NA,NA,"3.60%","$5,500,000","$2,000,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Herbert  Justin Herbert","QB",24,"$7,248,751",NA,"($15,705,628)",NA,NA,"3.48%","$3,026,250","$4,222,501","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Ekeler  Austin Ekeler","RB",27,"$7,000,000",NA,"($4,250,000)",NA,NA,"3.36%","$5,500,000","$1,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Joseph  Sebastian Joseph","DE",27,"$5,000,000",NA,"($16,500,000)",NA,NA,"2.40%","$2,500,000","$2,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Everett  Gerald Everett","TE",28,"$4,000,000",NA,"($8,000,000)",NA,NA,"1.92%","$1,500,000","$2,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Murray  Kenneth Murray","ILB",24,"$3,538,620",NA,"($7,667,010)",NA,NA,"1.70%","$1,789,540","$1,749,080","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Adderley  Nasir Adderley","S",25,"$2,905,384",NA,"($365,384)",NA,NA,"1.40%","$2,540,000","$365,384","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Tranquill  Drue Tranquill","ILB",27,"$2,704,702",NA,"($164,702)",NA,NA,"1.30%","$2,540,000","$164,702","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Johnson  Zion Johnson","G",23,"$2,681,214",NA,"($14,746,678)",NA,NA,"1.29%","$705,000","$1,976,214","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Van Noy  Kyle Van Noy","ILB",31,"$2,250,000",NA,"($750,000)",NA,NA,"1.08%","$1,500,000","$750,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Daniel  Chase Daniel","QB",36,"$2,000,000",NA,"($1,120,000)",NA,NA,"0.96%","$1,800,000","$200,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Samuel Jr.  Asante Samuel Jr.","CB",23,"$1,641,579",NA,"($2,948,105)",NA,NA,"0.79%","$988,316","$653,263","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Harris  Josh Harris","LS",33,"$1,320,000",NA,"($1,920,000)",NA,NA,"0.63%","$1,120,000","$200,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Pipkins  Trey Pipkins","RT",26,"$1,184,269",NA,"($219,269)",NA,NA,"0.57%","$965,000","$219,269","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Palmer  Josh Palmer","WR",23,"$1,143,713",NA,"($764,757)",NA,NA,"0.55%","$888,794","$254,919","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Carter  Deandre Carter","WR",29,"$1,135,000",NA,"($100,000)",NA,NA,"0.55%","$1,035,000","$100,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Kelley  Josh Kelley","RB",25,"$1,090,085",NA,"($390,170)",NA,NA,"0.52%","$895,000","$195,085","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"McKitty  Tre McKitty","TE",23,"$1,087,694",NA,"($630,465)",NA,NA,"0.52%","$877,539","$210,155","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Reeder  Troy Reeder","LB",28,"$1,075,000",NA,"($25,000)",NA,NA,"0.52%","$965,000","$25,000","-","$85,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Callahan  Bryce Callahan","CB",31,"$1,047,500",NA,"($152,500)",NA,NA,"0.50%","$1,120,000","$152,500","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Fox  Morgan Fox","DE",28,"$1,047,500",NA,"($100,000)",NA,NA,"0.50%","$1,035,000","$100,000","-","$52,500","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Stick  Easton Stick","QB",27,"$1,034,391",NA,"($69,391)",NA,NA,"0.50%","$965,000","$69,391","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Rumph II  Chris Rumph II","DE",24,"$1,013,386",NA,"($565,158)",NA,NA,"0.49%","$825,000","$188,386","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Clapp  Will Clapp","C",27,"$995,000",NA,"($100,000)",NA,NA,"0.48%","$1,035,000","$100,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Scott  JK Scott","P",26,"$965,000",NA,"-",NA,NA,"0.46%","$965,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Woods  JT Woods","S",22,"$959,353",NA,"($1,017,412)",NA,NA,"0.46%","$705,000","$254,353","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Gilman  Alohi Gilman","S",25,"$941,969",NA,"($93,938)",NA,NA,"0.45%","$895,000","$46,969","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Jaimes  Brenden Jaimes","OL",23,"$904,445",NA,"($238,335)",NA,NA,"0.43%","$825,000","$79,445","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Norton  Storm Norton","RT",28,"$895,000",NA,"-",NA,NA,"0.43%","$895,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Parham  Donald Parham","TE",25,"$895,000",NA,"-",NA,NA,"0.43%","$895,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Spiller  Isaiah Spiller","RB",21,"$889,238",NA,"($736,952)",NA,NA,"0.43%","$705,000","$184,238","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Niemann  Nick Niemann","LB",25,"$878,501",NA,"($160,503)",NA,NA,"0.42%","$825,000","$53,501","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Ogbongbemiga  Amen Ogbongbemiga","LB",24,"$830,000",NA,"($10,000)",NA,NA,"0.40%","$825,000","$5,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Salyer  Jamaree Salyer","LT",22,"$748,982",NA,"($175,928)",NA,NA,"0.36%","$705,000","$43,982","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Tuszka  Derrek Tuszka","OLB",25,"$745,830",NA,"-",NA,NA,"0.36%","$895,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Taylor  Ja'Sir Taylor","CB",23,"$738,003",NA,"($132,012)",NA,NA,"0.35%","$705,000","$33,003","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Leonard  Deane Leonard","CB",23,"$729,916",NA,"($99,664)",NA,NA,"0.35%","$705,000","$24,916","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Horvath  Zander Horvath","RB",24,"$724,252",NA,"($77,008)",NA,NA,"0.35%","$705,000","$19,252","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Bandy  Michael Bandy","WR",25,"$470,004",NA,"-",NA,NA,"0.23%","$705,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Smartt  Stone Smartt","TE",24,"$430,002",NA,"($5,000)",NA,NA,"0.21%","$428,336","$1,666","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Fehoko  Breiden Fehoko","DT",26,"$412,497",NA,"-",NA,NA,"0.20%","$825,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Davison  Tyeler Davison","DT",30,"$397,776",NA,"-",NA,NA,"0.19%","$1,120,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Dicker  Cameron Dicker","P",22,"$274,169",NA,"-",NA,NA,"0.13%","$705,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Sarell  Foster Sarell","T",24,"$274,169",NA,"-",NA,NA,"0.13%","$705,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Hinton  Christopher Hinton","DT",22,"$117,501",NA,"-",NA,NA,"0.06%","$705,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2022,"Layne  Raheem Layne","S",23,"$117,501",NA,"-",NA,NA,"0.06%","$705,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Mack  Khalil Mack","OLB",32,"$16,632,500",NA,"($31,900,000)",NA,NA,"7.40%","$1,165,000","-","-","-","-","$200,000","$15,267,500","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Allen  Keenan Allen","WR",31,"$12,782,500",NA,"($24,400,000)",NA,NA,"5.69%","$1,165,000","$2,700,000","-","-","-","-","$8,917,500","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Johnson  Austin Johnson","DT",29,"$9,500,000",NA,"($9,500,000)",NA,NA,"4.23%","$6,750,000","$2,750,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Davis  Michael Davis","CB",28,"$9,376,464",NA,"($9,000,000)",NA,NA,"4.17%","$6,000,000","$2,000,000","$376,464","$1,000,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"James  Derwin James","SS",27,"$9,106,400",NA,"($33,841,129)",NA,NA,"4.05%","$2,000,000","$4,106,400","-","-","$3,000,000","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Everett  Gerald Everett","TE",29,"$8,250,000",NA,"($8,000,000)",NA,NA,"3.67%","$5,500,000","$2,500,000","-","-","-","-","-","$250,000",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Ekeler  Austin Ekeler","RB",28,"$7,750,000",NA,"($7,750,000)",NA,NA,"3.45%","$6,250,000","$1,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Slater  Rashawn Slater","LT",24,"$4,535,934",NA,"($9,827,857)",NA,NA,"2.02%","$2,171,978","$2,363,956","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Murray  Kenneth Murray","ILB",25,"$4,128,390",NA,"($4,128,390)",NA,NA,"1.84%","$2,379,310","$1,749,080","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Kendricks  Eric Kendricks","ILB",31,"$4,000,000",NA,"($6,750,000)",NA,NA,"1.78%","$1,250,000","$2,750,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Pipkins  Trey Pipkins","RT",27,"$3,750,000",NA,"($13,250,000)",NA,NA,"1.67%","$1,250,000","$2,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Johnson  Zion Johnson","G",24,"$3,351,518",NA,"($12,065,464)",NA,NA,"1.49%","$1,375,304","$1,976,214","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Johnston  Quentin Johnston","WR",22,"$2,579,778",NA,"($14,188,778)",NA,NA,"1.15%","$750,000","$1,829,778","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Fox  Morgan Fox","DE",29,"$2,500,000",NA,"($3,750,000)",NA,NA,"1.11%","$1,250,000","$1,250,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Samuel Jr.  Asante Samuel Jr.","CB",24,"$1,969,894",NA,"($1,306,526)",NA,NA,"0.88%","$1,316,631","$653,263","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Scott  JK Scott","P",27,"$1,490,000",NA,"($1,900,000)",NA,NA,"0.66%","$1,080,000","$410,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Palmer  Josh Palmer","WR",24,"$1,372,506",NA,"($509,838)",NA,NA,"0.61%","$1,117,587","$254,919","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Harris  Josh Harris","LS",34,"$1,365,000",NA,"($600,000)",NA,NA,"0.61%","$1,165,000","$200,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Hawkins  Jaylinn Hawkins","FS",26,"$1,363,333",NA,"-",NA,NA,"0.61%","$673,333","-","-","-","-","-","-","$690,000",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Stick  Easton Stick","QB",28,"$1,232,500",NA,"($1,152,500)",NA,NA,"0.55%","$1,647,500","$152,500","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Parham  Donald Parham","TE",26,"$1,210,000",NA,"($400,000)",NA,NA,"0.54%","$1,010,000","$200,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Kelley  Josh Kelley","RB",26,"$1,205,085",NA,"($195,085)",NA,NA,"0.54%","$1,010,000","$195,085","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Woods  JT Woods","S",23,"$1,199,191",NA,"($763,059)",NA,NA,"0.53%","$944,838","$254,353","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Tuipulotu  Tuli Tuipulotu","OLB",21,"$1,194,797",NA,"($3,577,887)",NA,NA,"0.53%","$750,000","$444,797","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Gilman  Alohi Gilman","FS",26,"$1,056,969",NA,"($46,969)",NA,NA,"0.47%","$1,010,000","$46,969","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Spiller  Isaiah Spiller","RB",22,"$1,054,238",NA,"($552,714)",NA,NA,"0.47%","$870,000","$184,238","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Jaimes  Brenden Jaimes","OL",24,"$1,019,445",NA,"($158,890)",NA,NA,"0.45%","$940,000","$79,445","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Williams  Nick Williams","DT",33,"$1,005,000",NA,"($1,230,000)",NA,NA,"0.45%","$1,165,000","$25,000","-","$40,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Niemann  Nick Niemann","LB",26,"$993,501",NA,"($107,002)",NA,NA,"0.44%","$940,000","$53,501","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Henley  Daiyan Henley","LB",24,"$985,531",NA,"($942,124)",NA,NA,"0.44%","$750,000","$235,531","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Ogbongbemiga  Amen Ogbongbemiga","LB",25,"$945,000",NA,"($5,000)",NA,NA,"0.42%","$940,000","$5,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Davis  Derius Davis","WR",23,"$927,983",NA,"($711,932)",NA,NA,"0.41%","$750,000","$177,983","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Salyer  Jamaree Salyer","LT",23,"$913,982",NA,"($131,946)",NA,NA,"0.41%","$870,000","$43,982","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Taylor  Ja'Sir Taylor","CB",24,"$903,003",NA,"($99,009)",NA,NA,"0.40%","$870,000","$33,003","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Leonard  Deane Leonard","CB",24,"$894,916",NA,"($74,748)",NA,NA,"0.40%","$870,000","$24,916","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Smartt  Stone Smartt","TE",25,"$871,666",NA,"($3,334)",NA,NA,"0.39%","$870,000","$1,666","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Dicker  Cameron Dicker","K",23,"$870,000",NA,"-",NA,NA,"0.39%","$870,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Sarell  Foster Sarell","T",25,"$870,000",NA,"-",NA,NA,"0.39%","$870,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Guyton  Jalen Guyton","WR",26,"$833,944",NA,"-",NA,NA,"0.37%","$1,080,000","$76,000","$13,500","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"McFadden  Jordan McFadden","G",24,"$828,035",NA,"($312,140)",NA,NA,"0.37%","$750,000","$78,035","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Matlock  Scott Matlock","DT",23,"$793,074",NA,"($172,296)",NA,NA,"0.35%","$750,000","$43,074","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Bassey  Essang Bassey","CB",25,"$785,554",NA,"-",NA,NA,"0.35%","$1,010,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Marlowe  Dean Marlowe","SS",31,"$783,333",NA,"-",NA,NA,"0.35%","$1,080,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Ogbonnia  Otito Ogbonnia","DT",23,"$774,162",NA,"($239,160)",NA,NA,"0.34%","$694,442","$79,720","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Finley  A.J. Finley","S",22,"$625,000",NA,"-",NA,NA,"0.28%","$750,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Vannett  Nick Vannett","TE",30,"$522,222",NA,"-",NA,NA,"0.23%","$1,165,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Lynch  Blake Lynch","LB",24,"$365,554",NA,"-",NA,NA,"0.16%","$940,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Erickson  Alex Erickson","WR",31,"$313,332",NA,"-",NA,NA,"0.14%","$1,165,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Farmer  Andrew Farmer","OLB",23,"$291,669",NA,"-",NA,NA,"0.13%","$750,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Tom  Cameron Tom","C",28,"$168,333",NA,"-",NA,NA,"0.07%","$1,080,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Grier  Will Grier","QB",28,"$156,667",NA,"-",NA,NA,"0.07%","$1,080,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Doss  Keelan Doss","WR",27,"$104,444",NA,"-",NA,NA,"0.05%","$940,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2023,"Shelby  Ty Shelby","DE",25,"$41,667",NA,"-",NA,NA,"0.02%","$750,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"OLB",29,"$26,111,667",NA,"($37,223,334)",NA,NA,"10.22%","$8,000,000","$10,500,000","-","-","-","-","$7,611,667","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"OLB",33,"$25,595,000",NA,"($34,267,500)",NA,NA,"10.02%","$1,255,000","$8,872,500","-","-","-","$200,000","$15,267,500","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"QB",26,"$19,345,675",NA,"($129,502,700)",NA,NA,"7.57%","$6,000,000","$3,225,675","-","-","$10,120,000","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"SS",28,"$19,148,066",NA,"($24,734,729)",NA,NA,"7.50%","$12,041,667","$4,106,400","-","-","$3,000,000","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"G",28,"$8,750,000",NA,"($11,250,000)",NA,NA,"3.43%","$6,250,000","$2,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"RT",21,"$6,029,262",NA,"($20,937,048)",NA,NA,"2.36%","$795,000","$5,234,262","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"LT",25,"$5,291,923",NA,"($5,291,923)",NA,NA,"2.07%","$2,927,967","$2,363,956","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"DE",30,"$4,750,000",NA,"($2,250,000)",NA,NA,"1.86%","$2,500,000","$1,250,000","-","$1,000,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"G",25,"$4,021,821",NA,"($8,713,946)",NA,NA,"1.57%","$2,045,607","$1,976,214","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"WR",25,"$3,370,919",NA,"($254,919)",NA,NA,"1.32%","$3,116,000","$254,919","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"WR",23,"$3,224,722",NA,"($11,609,000)",NA,NA,"1.26%","$959,944","$1,829,778","-","$435,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"CB",25,"$3,116,000",NA,"-",NA,NA,"1.22%","$3,116,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"WR",28,"$2,890,000",NA,"($2,065,000)",NA,NA,"1.13%","$1,500,000","$565,000","$825,000","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"CB",26,"$2,885,000",NA,"($2,445,000)",NA,NA,"1.13%","$1,320,000","$1,125,000","$440,000","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"TE",28,"$2,625,000",NA,"($10,000,000)",NA,NA,"1.03%","$1,125,000","$1,500,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"P",28,"$2,510,000",NA,"($710,000)",NA,NA,"0.98%","$1,800,000","$410,000","-","$300,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"OLB",31,"$2,360,000",NA,"($2,745,000)",NA,NA,"0.92%","$1,465,000","$640,000","$255,000","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"RB",29,"$2,250,000",NA,"($3,375,000)",NA,NA,"0.88%","$1,125,000","$1,125,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"ILB",32,"$2,175,000",NA,"($1,875,000)",NA,NA,"0.85%","$1,375,000","$500,000","$300,000","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"WR",23,"$1,817,306",NA,"($4,089,224)",NA,NA,"0.71%","$795,000","$1,022,306","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"ILB",28,"$1,790,000",NA,"($665,000)",NA,NA,"0.70%","$1,125,000","$665,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"DE",29,"$1,790,000",NA,"($665,000)",NA,NA,"0.70%","$1,125,000","$665,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"K",24,"$1,585,000",NA,"($8,735,000)",NA,NA,"0.62%","$985,000","$600,000","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"OLB",22,"$1,493,496",NA,"($2,383,090)",NA,NA,"0.58%","$1,048,699","$444,797","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"LS",35,"$1,460,000",NA,"($450,000)",NA,NA,"0.57%","$1,210,000","$200,000","-","$50,000","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"QB",29,"$1,292,500",NA,"($1,417,500)",NA,NA,"0.51%","$2,500,000","$167,500","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"ILB",25,"$1,231,914",NA,"($706,593)",NA,NA,"0.48%","$996,383","$235,531","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"QB",31,"$1,210,000",NA,"-",NA,NA,"0.47%","$1,210,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"OL",25,"$1,134,445",NA,"($79,445)",NA,NA,"0.44%","$1,055,000","$79,445","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"ILB",27,"$1,108,501",NA,"($53,501)",NA,NA,"0.43%","$1,055,000","$53,501","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"WR",24,"$1,092,983",NA,"($533,949)",NA,NA,"0.43%","$915,000","$177,983","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"DT",24,"$1,064,720",NA,"($159,440)",NA,NA,"0.42%","$985,000","$79,720","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"RT",24,"$1,028,982",NA,"($87,964)",NA,NA,"0.40%","$985,000","$43,982","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"CB",25,"$1,018,003",NA,"($66,006)",NA,NA,"0.40%","$985,000","$33,003","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"CB",25,"$1,009,916",NA,"($49,832)",NA,NA,"0.40%","$985,000","$24,916","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"DE",23,"$1,004,753",NA,"($839,012)",NA,NA,"0.39%","$795,000","$209,753","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"G",25,"$993,035",NA,"($234,105)",NA,NA,"0.39%","$915,000","$78,035","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"TE",26,"$986,667",NA,"($1,667)",NA,NA,"0.39%","$985,000","$1,667","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"C",30,"$985,000",NA,"-",NA,NA,"0.39%","$1,125,000","-","-","-","-","-","-","-",NA,NA,NA,NA
"Los Angeles Chargers",2024,NA,"DT",27,"$985,000",NA,"-",NA,NA,"0.39%","$1,125,000","-","-","-","-","-","-","-",NA,NA,NA,NA
