"Team","Year","Player.(53)","Pos","Age","Cap.Hit","Cap.Hit.Pct","Dead.Cap","Base.Salary","Cap_Hit","Cap.Hit.Pct.League.Cap","Base.P5.Salary","Signing.Bonus.Proration","Per.Game.Bonus","Roster.Bonus","Option.Bonus","Workout.Bonus","Restructure.Proration","Incentives.Likely","Player.(55)","Player.Name","Player.(54)","Player.(52)"
"Detroit Lions",2024,"Adams  Myles Adams","DE",26,"$328,332","0.13%","-","$985,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Clark  Kenny Clark","DT",29,"$26,365,000","10.32%","($41,737,000)","$10,050,000",NA,NA,NA,"$9,375,000","$750,000","-","-","$700,000","$5,490,000","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Alexander  Jaire Alexander","CB",27,"$23,981,645","9.39%","($35,456,000)","$6,650,000",NA,NA,NA,"$6,000,000","$267,645","$8,000,000","-","$700,000","$2,364,000","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Love  Jordan Love","QB",26,"$20,757,731","8.13%","($107,830,924)","$3,500,000",NA,NA,NA,"$16,757,731","-","-","-","$500,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Jenkins  Elgton Jenkins","G",29,"$14,429,412","5.65%","($19,500,000)","$3,500,000",NA,NA,NA,"$4,800,000","$529,412","$5,100,000","-","$500,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Gary  Rashan Gary","DE",27,"$11,146,138","4.36%","($34,084,552)","$1,125,000",NA,NA,NA,"$6,927,388","$800,000","-","-","$700,000","$1,593,750","-",NA,NA,NA,NA
"Green Bay Packers",2024,"McKinney  Xavier McKinney","SS",25,"$7,800,000","3.05%","($23,000,000)","$1,450,000",NA,NA,NA,"$5,750,000","$200,000","-","-","$400,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Jacobs  Josh Jacobs","RB",26,"$5,307,343","2.08%","($12,500,000)","$1,200,000",NA,NA,NA,"$3,125,000","$382,343","-","-","$600,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Nixon  Keisean Nixon","CB",27,"$3,991,666","1.56%","($6,500,000)","$1,125,000",NA,NA,NA,"$2,166,666","$500,000","-","-","$200,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Van Ness  Lukas Van Ness","DE",23,"$3,951,839","1.55%","($14,226,620)","$1,540,368",NA,NA,NA,"$2,411,471","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Stokes  Eric Stokes","CB",25,"$3,794,485","1.49%","($2,651,381)","$2,286,208",NA,NA,NA,"$1,508,277","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Walker  Quay Walker","OLB",24,"$3,774,993","1.48%","($8,179,152)","$1,963,331",NA,NA,NA,"$1,811,662","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Wyatt  Devonte Wyatt","DT",26,"$3,507,596","1.37%","($7,599,791)","$1,874,199",NA,NA,NA,"$1,633,397","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Myers  Josh Myers","C",26,"$3,470,570","1.36%","($354,570)","$3,116,000",NA,NA,NA,"$354,570","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Slaton  Tedarrell Slaton","DT",27,"$3,186,130","1.25%","($70,130)","$3,116,000",NA,NA,NA,"$70,130","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Watson  Christian Watson","WR",25,"$2,520,282","0.99%","($3,645,470)","$1,545,094",NA,NA,NA,"$975,188","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Ballentine  Corey Ballentine","CB",28,"$2,048,235","0.80%","($500,000)","$1,280,000",NA,NA,NA,"$500,000","$168,235","-","-","$100,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Reed  Jayden Reed","WR",24,"$1,631,995","0.64%","($2,743,187)","$1,076,399",NA,NA,NA,"$555,596","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Cooper  Edgerrin Cooper","ILB",23,"$1,563,440","0.61%","($6,568,275)","$795,000",NA,NA,NA,"$768,440","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Rhyan  Sean Rhyan","G",24,"$1,397,142","0.55%","($452,856)","$1,130,714",NA,NA,NA,"$226,428","-","-","-","$40,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Kraft  Tucker Kraft","TE",24,"$1,258,621","0.49%","($770,691)","$951,724",NA,NA,NA,"$256,897","-","-","-","$50,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Bullard  Javon Bullard","S",22,"$1,219,297","0.48%","($3,647,796)","$795,000",NA,NA,NA,"$424,297","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Willis  Malik Willis","QB",25,"$1,174,100","0.46%","-","$1,174,100",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Doubs  Romeo Doubs","WR",24,"$1,155,979","0.45%","($341,958)","$985,000",NA,NA,NA,"$170,979","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Wilson  Eric Wilson","ILB",30,"$1,152,500","0.45%","($167,500)","$1,210,000",NA,NA,NA,"$167,500","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Dillard  Andre Dillard","RT",29,"$1,125,000","0.44%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Orzech  Matthew Orzech","LS",29,"$1,125,000","0.44%","-","$1,125,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Tom  Zach Tom","RT",25,"$1,111,085","0.44%","($252,170)","$985,000",NA,NA,NA,"$126,085","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Wooden  Colby Wooden","DE",24,"$1,106,982","0.43%","($575,946)","$915,000",NA,NA,NA,"$191,982","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"McDuffie  Isaiah McDuffie","OLB",25,"$1,087,677","0.43%","($32,677)","$1,055,000",NA,NA,NA,"$32,677","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Anderson  Zayne Anderson","S",27,"$1,055,000","0.41%","-","$1,055,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Enagbare  Kingsley Enagbare","DE",24,"$1,045,638","0.41%","($121,276)","$985,000",NA,NA,NA,"$60,638","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Hopper  Ty'Ron Hopper","OLB",23,"$1,032,368","0.40%","($949,472)","$795,000",NA,NA,NA,"$237,368","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Walker  Rasheed Walker","LT",24,"$1,005,218","0.39%","($40,436)","$985,000",NA,NA,NA,"$20,218","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Williams  Evan Williams","S",23,"$995,720","0.39%","($802,880)","$795,000",NA,NA,NA,"$200,720","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Wicks  Dontayvion Wicks","WR",23,"$990,637","0.39%","($226,911)","$915,000",NA,NA,NA,"$75,637","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Brooks  Karl Brooks","DT",24,"$968,007","0.38%","($159,021)","$915,000",NA,NA,NA,"$53,007","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Valentine  Carrington Valentine","CB",23,"$940,176","0.37%","($75,528)","$915,000",NA,NA,NA,"$25,176","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Cox Jr.  Brenton Cox Jr.","DE",24,"$918,000","0.36%","($6,000)","$915,000",NA,NA,NA,"$3,000","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Heath  Malik Heath","WR",24,"$918,000","0.36%","($6,000)","$915,000",NA,NA,NA,"$3,000","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Melton  Bo Melton","WR",25,"$915,000","0.36%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Mosby  Arron Mosby","OLB",25,"$915,000","0.36%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Sims  Ben Sims","TE",24,"$915,000","0.36%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Whelan  Daniel Whelan","P",25,"$915,000","0.36%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Wilson  Emanuel Wilson","RB",25,"$915,000","0.36%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Monk  Jacob Monk","C",23,"$870,404","0.34%","($301,616)","$795,000",NA,NA,NA,"$75,404","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Oladapo  Kitan Oladapo","S",24,"$858,569","0.34%","($254,276)","$795,000",NA,NA,NA,"$63,569","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Glover  Travis Glover","LT",24,"$837,845","0.33%","($171,380)","$795,000",NA,NA,NA,"$42,845","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Brooks  Chris Brooks","RB",24,"$813,333","0.32%","-","$915,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Telfort  Kadeem Telfort","LT",26,"$795,000","0.31%","-","$795,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"FitzPatrick  John FitzPatrick","TE",24,"$711,389","0.28%","-","$985,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"McManus  Brandon McManus","K",33,"$656,667","0.26%","-","$1,210,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2024,"Rochell  Robert Rochell","CB",26,"$468,888","0.18%","-","$1,055,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Clark  Kenny Clark","DT",28,"$12,905,000","5.74%","($36,592,000)","$1,165,000",NA,NA,NA,"$5,000,000","$550,000","-","-","$700,000","$5,490,000","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Gary  Rashan Gary","OLB",26,"$11,823,166","5.26%","($34,636,940)","$4,895,778",NA,NA,NA,"$6,927,388","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Alexander  Jaire Alexander","CB",26,"$10,351,645","4.60%","($37,600,000)","$1,020,000",NA,NA,NA,"$6,000,000","$267,645","-","-","$700,000","$2,364,000","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Jones  Aaron Jones","RB",29,"$7,879,352","3.51%","($19,645,000)","$1,080,000",NA,NA,NA,"$3,250,000","$582,353","-","-","$500,000","$2,467,000","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Jenkins  Elgton Jenkins","G",28,"$6,940,907","3.09%","($20,837,971)","$1,137,971",NA,NA,NA,"$4,800,000","$502,936","-","-","$500,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Smith  Preston Smith","OLB",31,"$6,372,000","2.83%","($19,760,000)","$1,165,000",NA,NA,NA,"$2,440,000","$600,000","-","-","$500,000","$1,667,000","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Campbell  De'Vondre Campbell","ILB",30,"$5,480,819","2.44%","($16,850,000)","$1,165,000",NA,NA,NA,"$3,000,000","$258,819","-","-","$400,000","$657,000","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Love  Jordan Love","QB",25,"$4,409,271","1.96%","($16,940,195)","$1,010,000",NA,NA,NA,"$3,399,271","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Van Ness  Lukas Van Ness","OLB",22,"$3,161,471","1.41%","($17,388,091)","$750,000",NA,NA,NA,"$2,411,471","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Walker  Quay Walker","ILB",23,"$3,145,828","1.40%","($11,324,980)","$1,334,166",NA,NA,NA,"$1,811,662","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Wyatt  Devonte Wyatt","DT",25,"$2,922,996","1.30%","($10,522,787)","$1,289,599",NA,NA,NA,"$1,633,397","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Runyan  Jon Runyan","G",26,"$2,786,669","1.24%","($43,669)","$2,743,000",NA,NA,NA,"$43,669","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Nixon  Keisean Nixon","CB",26,"$2,770,000","1.23%","($2,150,000)","$1,350,000",NA,NA,NA,"$370,000","$500,000","-","-","$300,000","-","$250,000",NA,NA,NA,NA
"Green Bay Packers",2023,"Savage  Darnell Savage","SS",26,"$2,444,200","1.09%","($7,901,000)","$1,080,000",NA,NA,NA,"-","-","-","-","-","$1,364,200","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Watson  Christian Watson","WR",24,"$2,100,235","0.93%","($5,745,705)","$1,125,047",NA,NA,NA,"$975,188","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Nijman  Yosh Nijman","T",27,"$1,760,800","0.78%","($4,939,800)","$1,125,000",NA,NA,NA,"$635,800","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Dillon  A.J. Dillon","RB",25,"$1,681,855","0.75%","($351,060)","$1,330,795",NA,NA,NA,"$351,060","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Musgrave  Luke Musgrave","TE",23,"$1,541,042","0.69%","($6,348,429)","$750,000",NA,NA,NA,"$791,042","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Myers  Josh Myers","C",25,"$1,521,855","0.68%","($709,140)","$1,167,285",NA,NA,NA,"$354,570","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Deguara  Josiah Deguara","TE",26,"$1,341,867","0.60%","($246,867)","$1,095,000",NA,NA,NA,"$216,867","-","-","-","$30,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Reed  Jayden Reed","WR",23,"$1,305,596","0.58%","($4,048,783)","$750,000",NA,NA,NA,"$555,596","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Orzech  Matthew Orzech","LS",28,"$1,180,000","0.52%","($1,380,000)","$1,080,000",NA,NA,NA,"$100,000","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Rhyan  Sean Rhyan","T",23,"$1,164,285","0.52%","($719,284)","$897,857",NA,NA,NA,"$226,428","-","-","-","$40,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Wilson  Eric Wilson","OLB",29,"$1,092,500","0.49%","($1,232,500)","$1,080,000",NA,NA,NA,"$152,500","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Newman  Royce Newman","G",26,"$1,064,836","0.47%","($249,672)","$940,000",NA,NA,NA,"$124,836","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Doubs  Romeo Doubs","WR",23,"$1,040,979","0.46%","($512,937)","$870,000",NA,NA,NA,"$170,979","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Slaton  Tedarrell Slaton","DT",26,"$1,010,130","0.45%","($140,260)","$940,000",NA,NA,NA,"$70,130","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Owens  Jonathan Owens","SS",28,"$1,010,000","0.45%","-","$1,010,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Kraft  Tucker Kraft","TE",23,"$1,006,897","0.45%","($1,027,588)","$750,000",NA,NA,NA,"$256,897","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Tom  Zach Tom","RT",24,"$996,085","0.44%","($378,255)","$870,000",NA,NA,NA,"$126,085","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"McDuffie  Isaiah McDuffie","ILB",24,"$972,677","0.43%","($65,354)","$940,000",NA,NA,NA,"$32,677","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Wooden  Colby Wooden","DE",23,"$941,982","0.42%","($767,928)","$750,000",NA,NA,NA,"$191,982","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Anderson  Zayne Anderson","S",26,"$940,000","0.42%","-","$940,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Enagbare  Kingsley Enagbare","OLB",23,"$930,638","0.41%","($181,914)","$870,000",NA,NA,NA,"$60,638","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Walker  Rasheed Walker","T",23,"$890,218","0.40%","($60,654)","$870,000",NA,NA,NA,"$20,218","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Jones  Caleb Jones","RT",24,"$870,000","0.39%","-","$870,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Welch  Kristian Welch","LB",27,"$841,665","0.37%","-","$1,010,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Clifford  Sean Clifford","QB",25,"$831,045","0.37%","($324,180)","$750,000",NA,NA,NA,"$81,045","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Wicks  Dontayvion Wicks","WR",22,"$825,637","0.37%","($302,548)","$750,000",NA,NA,NA,"$75,637","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Brooks  Karl Brooks","DT",23,"$803,007","0.36%","($212,028)","$750,000",NA,NA,NA,"$53,007","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Carlson  Anders Carlson","K",25,"$789,194","0.35%","($156,776)","$750,000",NA,NA,NA,"$39,194","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Valentine  Carrington Valentine","CB",22,"$775,176","0.34%","($100,704)","$750,000",NA,NA,NA,"$25,176","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Johnson Jr.  Anthony Johnson Jr.","CB",24,"$770,941","0.34%","($83,764)","$750,000",NA,NA,NA,"$20,941","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Cox Jr.  Brenton Cox Jr.","LB",23,"$753,000","0.34%","($9,000)","$750,000",NA,NA,NA,"$3,000","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Heath  Malik Heath","WR",23,"$753,000","0.34%","($9,000)","$750,000",NA,NA,NA,"$3,000","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Sims  Ben Sims","TE",23,"$750,000","0.33%","($100,000)","$750,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Whelan  Daniel Whelan","P",24,"$750,000","0.33%","-","$750,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Wilson  Emanuel Wilson","RB",24,"$650,004","0.29%","-","$650,004",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Ballentine  Corey Ballentine","CB",27,"$574,444","0.26%","-","$1,080,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Rochell  Robert Rochell","CB",25,"$574,444","0.26%","-","$940,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Taylor  Patrick Taylor","RB",25,"$365,554","0.16%","-","$940,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Sapp III  Benny Sapp III","S",23,"$83,334","0.04%","-","$750,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2023,"Melton  Bo Melton","WR",24,"$41,667","0.02%","-","$750,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Rodgers  Aaron Rodgers","QB",39,"$28,533,569","13.70%","($151,047,137)","$1,150,000",NA,NA,NA,"$24,481,569","-","-","-","$50,000","$2,852,000","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Bakhtiari  David Bakhtiari","LT",31,"$13,420,808","6.45%","($36,516,551)","$1,120,000",NA,NA,NA,"$6,000,000","-","$35,294","-","$700,000","$5,565,514","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Smith  Preston Smith","OLB",30,"$11,460,588","5.50%","($19,600,000)","$1,150,000",NA,NA,NA,"$9,690,000","-","$470,588","-","$150,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Clark  Kenny Clark","DT",27,"$9,975,647","4.79%","($29,315,000)","$1,035,000",NA,NA,NA,"$5,000,000","-","$517,647","-","$700,000","$2,723,000","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Jenkins  Elgton Jenkins","G",27,"$9,020,703","4.33%","($24,738,203)","$3,482,500",NA,NA,NA,"$5,538,203","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Amos  Adrian Amos","FS",29,"$7,278,000","3.50%","($10,462,000)","$1,120,000",NA,NA,NA,"$2,750,000","-","$400,000","-","$500,000","$2,508,000","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Alexander  Jaire Alexander","CB",25,"$7,076,000","3.40%","($30,000,000)","$1,076,000",NA,NA,NA,"$6,000,000","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Jones  Aaron Jones","RB",28,"$5,900,941","2.83%","($14,100,000)","$1,000,000",NA,NA,NA,"$3,250,000","-","$380,941","-","$500,000","$770,000","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Crosby  Mason Crosby","K",38,"$4,735,000","2.27%","($2,840,000)","$2,250,000",NA,NA,NA,"$1,000,000","-","$650,000","-","$500,000","$335,000","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Lewis  Marcedes Lewis","TE",38,"$4,525,000","2.17%","($3,705,000)","$1,170,000",NA,NA,NA,"$525,000","-","$2,780,000","-","$50,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Campbell  De'Vondre Campbell","ILB",29,"$4,241,176","2.04%","($15,050,000)","$1,050,000",NA,NA,NA,"$3,000,000","-","$141,176","-","$50,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Cobb  Randall Cobb","WR",32,"$4,149,018","1.99%","($2,883,332)","$2,075,000",NA,NA,NA,"-","-","$582,353","-","$100,000","$1,391,666","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Lazard  Allen Lazard","WR",27,"$3,986,000","1.91%","-","$3,986,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Savage  Darnell Savage","SS",25,"$3,982,901","1.91%","($3,982,901)","$2,201,958",NA,NA,NA,"$1,780,943","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Love  Jordan Love","QB",24,"$3,377,305","1.62%","($6,518,842)","$1,735,768",NA,NA,NA,"$1,641,537","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Douglas  Rasul Douglas","CB",28,"$3,334,313","1.60%","($5,500,000)","$1,050,000",NA,NA,NA,"$1,766,667","-","$317,647","-","$200,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Walker  Quay Walker","ILB",22,"$2,516,662","1.21%","($13,841,642)","$705,000",NA,NA,NA,"$1,811,662","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Tonyan Jr.  Robert Tonyan Jr.","TE",28,"$2,447,941","1.18%","($1,200,000)","$1,035,000",NA,NA,NA,"$500,000","-","$712,941","-","$200,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Wyatt  Devonte Wyatt","DT",24,"$2,338,397","1.12%","($12,861,184)","$705,000",NA,NA,NA,"$1,633,397","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Reed  Jarran Reed","DE",30,"$1,758,000","0.84%","($1,965,000)","$1,035,000",NA,NA,NA,"$373,000","-","$250,000","-","$100,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Watson  Christian Watson","WR",23,"$1,680,188","0.81%","($6,720,893)","$705,000",NA,NA,NA,"$975,188","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"O'Donnell  Pat O'Donnell","P",31,"$1,625,000","0.78%","($980,000)","$1,120,000",NA,NA,NA,"$475,000","-","-","-","$30,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Dillon  A.J. Dillon","RB",24,"$1,441,590","0.69%","($702,120)","$1,090,530",NA,NA,NA,"$351,060","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Myers  Josh Myers","C",24,"$1,268,213","0.61%","($1,977,353)","$913,643",NA,NA,NA,"$354,570","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Deguara  Josiah Deguara","TE",25,"$1,217,367","0.58%","($463,734)","$970,500",NA,NA,NA,"$216,867","-","-","-","$30,000","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Leavitt  Dallin Leavitt","S",28,"$1,191,168","0.57%","($85,000)","$965,000",NA,NA,NA,"$85,000","-","$141,168","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Ford  Johnathan Ford","S",27,"$997,500","0.48%","($102,500)","$1,035,000",NA,NA,NA,"$102,500","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Nijman  Yosh Nijman","T",26,"$965,000","0.46%","-","$965,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Nixon  Keisean Nixon","CB",25,"$965,000","0.46%","-","$965,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Newman  Royce Newman","G",25,"$949,836","0.46%","($374,508)","$825,000",NA,NA,NA,"$124,836","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Runyan  Jon Runyan","G",25,"$938,669","0.45%","($87,338)","$895,000",NA,NA,NA,"$43,669","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Garvin  Jonathan Garvin","OLB",23,"$914,820","0.44%","($39,640)","$895,000",NA,NA,NA,"$19,820","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Slaton  Tedarrell Slaton","DT",25,"$895,130","0.43%","($210,390)","$825,000",NA,NA,NA,"$70,130","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Barnes  Krys Barnes","LB",24,"$895,000","0.43%","-","$895,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
"Green Bay Packers",2022,"Davis  Tyler Davis","TE",25,"$895,000","0.43%","-","$895,000",NA,NA,NA,"-","-","-","-","-","-","-",NA,NA,NA,NA
